timestamp,rigid_name,rigid_id,pos0,pos1,pos2,rot0,rot1,rot2,rot3
2019-04-08/18:51:56.757344,cal_design_big,2,0.16320323944091797,0.05247942730784416,0.7348200678825378,-0.00016934641462285072,0.6162894368171692,0.787510871887207,-0.0037319615948945284
2019-04-08/18:51:56.757344,cal_design_small,3,0.16253513097763062,0.0763799324631691,0.6376621127128601,-0.00010567599383648485,0.6162461042404175,0.7875440120697021,-0.0038891853764653206
2019-04-08/18:51:56.765327,cal_design_big,2,0.16320261359214783,0.05248064547777176,0.7348220944404602,-0.00017037107318174094,0.6163309812545776,0.7874783873558044,-0.003727557370439172
2019-04-08/18:51:56.765327,cal_design_small,3,0.16253253817558289,0.07638145238161087,0.6376638412475586,-0.00010753700189525262,0.6162593960762024,0.7875336408615112,-0.003885058220475912
2019-04-08/18:51:56.773315,cal_design_big,2,0.16320349276065826,0.052482720464468,0.7348216772079468,-0.00018098679720424116,0.6162988543510437,0.7875035405158997,-0.0037417267449200153
2019-04-08/18:51:56.773315,cal_design_small,3,0.16253331303596497,0.07638081163167953,0.6376646161079407,-0.00010476886382093653,0.6162635684013367,0.7875303626060486,-0.0038858673069626093
2019-04-08/18:51:56.783295,cal_design_big,2,0.16320353746414185,0.05248579382896423,0.7348226308822632,-0.00017259643936995417,0.6162960529327393,0.7875056862831116,-0.003734000027179718
2019-04-08/18:51:56.783295,cal_design_small,3,0.16253222525119781,0.07638509571552277,0.6376634240150452,-0.00011957826791331172,0.6162252426147461,0.7875604033470154,-0.0038847168907523155
2019-04-08/18:51:56.790780,cal_design_big,2,0.1632041037082672,0.052479226142168045,0.7348225712776184,-0.00017160472634714097,0.6163046956062317,0.7874990105628967,-0.003737797262147069
2019-04-08/18:51:56.790780,cal_design_small,3,0.16253329813480377,0.07637851685285568,0.6376634836196899,-8.730616536922753e-05,0.6162562370300293,0.7875362634658813,-0.0038769454695284367
2019-04-08/18:51:56.797902,cal_design_big,2,0.163203626871109,0.05247749760746956,0.7348225116729736,-0.00017405353719368577,0.6163067817687988,0.7874974012374878,-0.0037372857332229614
2019-04-08/18:51:56.797902,cal_design_small,3,0.16253410279750824,0.07637645304203033,0.6376616358757019,-7.606913277413696e-05,0.6162402033805847,0.7875487804412842,-0.003883777651935816
2019-04-08/18:51:56.807522,cal_design_big,2,0.1632041335105896,0.052480198442935944,0.7348204851150513,-0.0001803442428354174,0.6163131594657898,0.7874923944473267,-0.003734755562618375
2019-04-08/18:51:56.807522,cal_design_small,3,0.1625322699546814,0.07638353854417801,0.6376639008522034,-9.962655894923955e-05,0.6162580251693726,0.7875348925590515,-0.003884161589667201
2019-04-08/18:51:56.815508,cal_design_big,2,0.16320277750492096,0.052482426166534424,0.7348212003707886,-0.00017047885921783745,0.6162717938423157,0.7875247597694397,-0.003732604207471013
2019-04-08/18:51:56.815508,cal_design_small,3,0.16253110766410828,0.07638639211654663,0.6376658082008362,-0.00011265047214692459,0.6162421107292175,0.7875471711158752,-0.003892484586685896
2019-04-08/18:51:56.823495,cal_design_big,2,0.16320419311523438,0.052482374012470245,0.7348244190216064,-0.00019246313604526222,0.6162778735160828,0.7875199317932129,-0.003736131591722369
2019-04-08/18:51:56.823495,cal_design_small,3,0.16253261268138885,0.076380655169487,0.637664794921875,-8.391223673243076e-05,0.6162484884262085,0.7875423431396484,-0.003872968489304185
2019-04-08/18:51:56.833289,cal_design_big,2,0.16320523619651794,0.0524783618748188,0.7348224520683289,-0.0001847673556767404,0.6162876486778259,0.7875123620033264,-0.0037355085369199514
2019-04-08/18:51:56.833289,cal_design_small,3,0.16253288090229034,0.07637745887041092,0.6376640200614929,-7.19017771189101e-05,0.6162815093994141,0.7875164747238159,-0.0038631062489002943
2019-04-08/18:51:56.840841,cal_design_big,2,0.16320201754570007,0.052478037774562836,0.734821081161499,-0.00017523700080346316,0.6162513494491577,0.7875407934188843,-0.0037288772873580456
2019-04-08/18:51:56.840841,cal_design_small,3,0.16253061592578888,0.07637827843427658,0.637662947177887,-6.760407995898277e-05,0.6162601113319397,0.7875333428382874,-0.0038577199447900057
