timestamp,rigid_name,rigid_id,pos0,pos1,pos2,rot0,rot1,rot2,rot3
2019-04-16/10:37:14.402496,RigidBody 01,4,0.23736508190631866,0.04755859076976776,0.518894612789154,0.0006671231240034103,-0.7295880913734436,0.000907885143533349,-0.6838859915733337
2019-04-16/10:37:14.402496,RigidBody 02,5,0.13725441694259644,0.04701404646039009,0.5203551650047302,0.0018622492207214236,-0.7290356159210205,-0.0019036710727959871,-0.6844705939292908
2019-04-16/10:37:16.991322,RigidBody 01,4,0.23245567083358765,0.04761141538619995,0.5046116709709167,0.00015157168672885746,-0.7208958268165588,0.0011348793050274253,-0.693042516708374
2019-04-16/10:37:16.991322,RigidBody 02,5,0.1323334276676178,0.04706964269280434,0.5035021901130676,0.002126375213265419,-0.7201856374740601,-0.0024475769605487585,-0.6937738656997681
2019-04-16/10:37:16.996689,RigidBody 01,4,0.23245762288570404,0.0476105734705925,0.504610002040863,6.188129191286862e-05,-0.7208960056304932,0.0011728235986083746,-0.6930423378944397
2019-04-16/10:37:16.996689,RigidBody 02,5,0.13233716785907745,0.047069914638996124,0.503501832485199,0.00212488672696054,-0.7201932072639465,-0.0024167471565306187,-0.6937661170959473
2019-04-16/10:37:17.004680,RigidBody 01,4,0.23245657980442047,0.04760616272687912,0.5046111345291138,0.0001805195352062583,-0.7208749651908875,0.0010839452734217048,-0.693064272403717
2019-04-16/10:37:17.004680,RigidBody 02,5,0.132334902882576,0.047065187245607376,0.5035036206245422,0.0020991461351513863,-0.7201898097991943,-0.002429083688184619,-0.693769633769989
2019-04-16/10:37:17.013689,RigidBody 01,4,0.23245078325271606,0.04760609567165375,0.5046089291572571,0.00012641168723348528,-0.7208684086799622,0.0010739309946075082,-0.6930712461471558
2019-04-16/10:37:17.013689,RigidBody 02,5,0.13232901692390442,0.04706483334302902,0.5035011768341064,0.002133248606696725,-0.7201856374740601,-0.002416445640847087,-0.6937739253044128
2019-04-16/10:37:17.021674,RigidBody 01,4,0.23245027661323547,0.04760664701461792,0.5046080350875854,0.0001709526259219274,-0.7208889722824097,0.001116164494305849,-0.6930497288703918
2019-04-16/10:37:17.021674,RigidBody 02,5,0.132329523563385,0.0470653735101223,0.5034998059272766,0.0021672085858881474,-0.7201943397521973,-0.0024520985316485167,-0.6937646865844727
2019-04-16/10:37:17.029657,RigidBody 01,4,0.23245425522327423,0.0476076565682888,0.504610002040863,0.00018692492449190468,-0.7208606004714966,0.0010622020345181227,-0.6930792331695557
2019-04-16/10:37:17.029657,RigidBody 02,5,0.13233160972595215,0.047068383544683456,0.5035020112991333,0.002058496233075857,-0.7201869487762451,-0.0023892575409263372,-0.6937729120254517
2019-04-16/10:37:17.037643,RigidBody 01,4,0.2324586659669876,0.04760805517435074,0.5046119689941406,0.00029169669141992927,-0.7208967208862305,0.0010446289088577032,-0.6930418014526367
