timestamp,rigid_name,rigid_id,pos0,pos1,pos2,rot0,rot1,rot2,rot3
2019-05-05/15:57:45.083977,cal_design_facebow_big,4,0.16362755000591278,0.027954086661338806,0.09609272330999374,0.7079942226409912,-0.004453754983842373,-0.004506531171500683,-0.7061898112297058
2019-05-05/15:57:45.083977,cal_design_facebow_small,5,0.16240277886390686,0.028545405715703964,-0.004074991215020418,0.7043284177780151,-0.00322677381336689,-0.005999446846544743,-0.7098416090011597
2019-05-05/15:57:45.091462,cal_design_facebow_big,4,0.16362878680229187,0.027954135090112686,0.09609594941139221,0.7080507874488831,-0.004441827069967985,-0.004522040486335754,-0.7061331272125244
2019-05-05/15:57:45.091462,cal_design_facebow_small,5,0.16240227222442627,0.028545910492539406,-0.004073319490998983,0.7043696045875549,-0.0032295656856149435,-0.005983495619148016,-0.7098008394241333
2019-05-05/15:57:45.099946,cal_design_facebow_big,4,0.1636333167552948,0.02795158512890339,0.09609351307153702,0.7079996466636658,-0.004444473888725042,-0.004521008115261793,-0.706184446811676
2019-05-05/15:57:45.099946,cal_design_facebow_small,5,0.1624058037996292,0.02854272350668907,-0.004073559772223234,0.7043659090995789,-0.0032349165994673967,-0.006000529509037733,-0.709804356098175
2019-05-05/15:57:45.108566,cal_design_facebow_big,4,0.1636303812265396,0.02795419842004776,0.09609634429216385,0.7080426216125488,-0.004449664615094662,-0.004496210254728794,-0.706141471862793
2019-05-05/15:57:45.108566,cal_design_facebow_small,5,0.16240419447422028,0.028542879968881607,-0.004072742071002722,0.7043469548225403,-0.00325687974691391,-0.00600353442132473,-0.7098231315612793
2019-05-05/15:57:45.117050,cal_design_facebow_big,4,0.1636301577091217,0.027955928817391396,0.09609689563512802,0.7080483436584473,-0.0044405157677829266,-0.004499287810176611,-0.7061356902122498
2019-05-05/15:57:45.117050,cal_design_facebow_small,5,0.16240549087524414,0.028546545654535294,-0.004070756491273642,0.7043907642364502,-0.0032549984753131866,-0.005996708758175373,-0.709779679775238
2019-05-05/15:57:45.126370,cal_design_facebow_big,4,0.16362929344177246,0.027951667085289955,0.09609585255384445,0.7080168128013611,-0.004447693470865488,-0.004518961999565363,-0.7061671614646912
2019-05-05/15:57:45.126370,cal_design_facebow_small,5,0.16240465641021729,0.02854464016854763,-0.004071634262800217,0.7043938636779785,-0.0032496231142431498,-0.006003539077937603,-0.7097765803337097
2019-05-05/15:57:45.133854,cal_design_facebow_big,4,0.16362999379634857,0.027951829135417938,0.09609466791152954,0.7080221772193909,-0.004455867223441601,-0.004509652499109507,-0.7061618566513062
2019-05-05/15:57:45.133854,cal_design_facebow_small,5,0.16240331530570984,0.028541430830955505,-0.004074085038155317,0.7043256163597107,-0.003249124623835087,-0.005974338855594397,-0.7098445296287537
2019-05-05/15:57:45.142341,cal_design_facebow_big,4,0.16363103687763214,0.02795429155230522,0.09609364718198776,0.7080228924751282,-0.004447347484529018,-0.004514446947723627,-0.7061611413955688
2019-05-05/15:57:45.142341,cal_design_facebow_small,5,0.16240471601486206,0.028544390574097633,-0.004073773976415396,0.7043448686599731,-0.0032338311430066824,-0.0059977807104587555,-0.709825336933136
2019-05-05/15:57:45.149823,cal_design_facebow_big,4,0.16363295912742615,0.027956601232290268,0.09609591215848923,0.7080572843551636,-0.004445044323801994,-0.00450393371284008,-0.7061267495155334
2019-05-05/15:57:45.149823,cal_design_facebow_small,5,0.16240549087524414,0.02854481153190136,-0.004072031006217003,0.7043554782867432,-0.0032638751436024904,-0.005992422811686993,-0.7098146677017212
2019-05-05/15:57:45.157311,cal_design_facebow_big,4,0.16363348066806793,0.02795334905385971,0.09609495103359222,0.7080227136611938,-0.004444126971065998,-0.004521150607615709,-0.7061613202095032
2019-05-05/15:57:45.157311,cal_design_facebow_small,5,0.16240458190441132,0.028545452281832695,-0.004073599819093943,0.7043336629867554,-0.0032554753124713898,-0.006007995456457138,-0.7098361849784851
2019-05-05/15:57:45.168291,cal_design_facebow_big,4,0.16363006830215454,0.02795322611927986,0.09609813988208771,0.7080659866333008,-0.0044392808340489864,-0.004512832500040531,-0.7061179876327515
2019-05-05/15:57:45.168291,cal_design_facebow_small,5,0.16240252554416656,0.028546713292598724,-0.004072606563568115,0.7043430805206299,-0.0032552112825214863,-0.005969167686998844,-0.7098271250724792
2019-05-05/15:57:45.175775,cal_design_facebow_big,4,0.1636316478252411,0.027955107390880585,0.09609556198120117,0.7080098986625671,-0.004447119310498238,-0.004503496456891298,-0.7061741948127747
2019-05-05/15:57:45.175775,cal_design_facebow_small,5,0.1624041497707367,0.028544632717967033,-0.004070357885211706,0.7043691873550415,-0.0032517423387616873,-0.00598969915881753,-0.7098011374473572
2019-05-05/15:57:45.184259,cal_design_facebow_big,4,0.16363202035427094,0.027953684329986572,0.09609634429216385,0.7080327868461609,-0.004431067034602165,-0.004533547442406416,-0.7061511278152466
2019-05-05/15:57:45.184259,cal_design_facebow_small,5,0.16240432858467102,0.028545694425702095,-0.0040747118182480335,0.7043290138244629,-0.00325772725045681,-0.006005824543535709,-0.7098408937454224
2019-05-05/15:57:45.192929,cal_design_facebow_big,4,0.1636311411857605,0.027952034026384354,0.09609438478946686,0.7079765200614929,-0.004442158155143261,-0.004510693717747927,-0.7062076330184937
2019-05-05/15:57:45.192929,cal_design_facebow_small,5,0.16240499913692474,0.02854391187429428,-0.004074022173881531,0.7043377757072449,-0.00326091842725873,-0.005988199729472399,-0.7098323106765747
2019-05-05/15:57:45.200913,cal_design_facebow_big,4,0.16363303363323212,0.027954349294304848,0.0960950031876564,0.708008885383606,-0.004441472236067057,-0.004515417385846376,-0.7061752080917358
2019-05-05/15:57:45.200913,cal_design_facebow_small,5,0.1624058187007904,0.028544045984745026,-0.00407168734818697,0.7043647170066833,-0.0032515409402549267,-0.005983925890177488,-0.7098056674003601
2019-05-05/15:57:45.208899,cal_design_facebow_big,4,0.1636323183774948,0.02795693278312683,0.09609654545783997,0.7080379128456116,-0.004438410513103008,-0.00452848244458437,-0.7061460018157959
2019-05-05/15:57:45.208899,cal_design_facebow_small,5,0.16240401566028595,0.028547771275043488,-0.004071778617799282,0.7043432593345642,-0.0032599815167486668,-0.005971881095319986,-0.7098269462585449
